,experiment,channel,mean,std,min,max
66,HUVEC-01,1,4.123237998454602,6.255567295741816,0.0,255.0
67,HUVEC-01,2,19.956227019235687,17.77679058849236,3.0,255.0
68,HUVEC-01,3,10.233502017987238,5.640351505192636,1.0,255.0
69,HUVEC-01,4,10.657919504425742,9.264693147879798,1.0,255.0
70,HUVEC-01,5,2.3267373713580044,2.6032950602807605,0.0,255.0
71,HUVEC-01,6,12.136189259491958,6.978024044938705,1.0,255.0
72,HUVEC-02,1,4.448384289617662,7.243877380776541,1.0,255.0
73,HUVEC-02,2,20.802759995708218,17.54530560239433,2.0,255.0
74,HUVEC-02,3,8.89785906711182,5.017607504071403,1.0,255.0
75,HUVEC-02,4,10.869584569683322,9.088807535793844,1.0,255.0
76,HUVEC-02,5,2.4429691070085995,3.148868310595663,0.0,255.0
77,HUVEC-02,6,11.343739261874905,6.2266412857986335,1.0,255.0
78,HUVEC-03,1,4.523923174127356,7.02770386618378,0.0,255.0
79,HUVEC-03,2,16.64078368923881,14.603741475043524,2.0,255.0
80,HUVEC-03,3,9.584943955594843,4.426199454252625,1.0,255.0
81,HUVEC-03,4,8.839367722536062,7.287293482925276,1.0,255.0
82,HUVEC-03,5,2.6843516965965173,2.7818487615588774,0.0,255.0
83,HUVEC-03,6,11.400608490039776,5.604837156914088,2.0,255.0
84,HUVEC-04,1,4.4525722590359775,7.230096879950123,1.0,255.0
85,HUVEC-04,2,18.80776567428143,16.61878249280219,2.0,255.0
86,HUVEC-04,3,8.794710694969474,4.550565271836134,1.0,255.0
87,HUVEC-04,4,9.666565463140413,8.24324582361798,1.0,255.0
88,HUVEC-04,5,2.32545758996691,2.4057920843466407,0.0,255.0
89,HUVEC-04,6,10.819912167338583,5.982609474898301,1.0,255.0
90,HUVEC-05,1,2.934234235193822,5.328902942140628,0.0,255.0
91,HUVEC-05,2,6.696135661818764,6.666728655313597,1.0,255.0
92,HUVEC-05,3,5.510527243861905,3.2377194584850355,1.0,255.0
93,HUVEC-05,4,4.123352420794499,3.8826310087157996,0.0,194.0
94,HUVEC-05,5,2.4013383791044163,2.683547755121119,0.0,255.0
95,HUVEC-05,6,6.3478354912299615,4.277536669896697,1.0,255.0
96,HUVEC-06,1,3.0383570071308292,4.9964865655275545,0.0,255.0
97,HUVEC-06,2,11.770232849183046,11.578272108828607,1.0,255.0
98,HUVEC-06,3,7.9722437856645545,5.1001947876266405,1.0,255.0
99,HUVEC-06,4,7.10963926884492,6.689470133027242,1.0,255.0
100,HUVEC-06,5,2.037098705308785,2.445051986253495,0.0,255.0
101,HUVEC-06,6,9.377854143174451,5.833131654485202,1.0,255.0
102,HUVEC-07,1,3.147763698132007,5.266104521163102,0.0,255.0
103,HUVEC-07,2,18.878245271645582,14.821989571978643,2.0,255.0
104,HUVEC-07,3,6.402360728808811,3.787918578069907,0.0,255.0
105,HUVEC-07,4,10.288628733003295,8.359669248148476,1.0,255.0
106,HUVEC-07,5,2.2331130009192925,2.423863713417016,0.0,255.0
107,HUVEC-07,6,4.913339720143901,2.6644712318941504,1.0,255.0
108,HUVEC-08,1,3.551637954526133,5.7268139077102305,0.0,255.0
109,HUVEC-08,2,15.416924391474042,13.609616814178278,2.0,255.0
110,HUVEC-08,3,8.318035749645976,5.047083505973963,1.0,255.0
111,HUVEC-08,4,8.743074609087659,7.782985063346633,1.0,255.0
112,HUVEC-08,5,1.9909261325737098,2.18523837105184,0.0,255.0
113,HUVEC-08,6,5.89808654630339,3.3113680634780103,1.0,255.0
114,HUVEC-09,1,3.5162445647375926,5.8918816733617385,0.0,255.0
115,HUVEC-09,2,14.176696026480043,13.078807642254187,1.0,255.0
116,HUVEC-09,3,6.050853154876015,3.4514542981447245,0.0,255.0
117,HUVEC-09,4,7.628807792415866,6.870613317275344,1.0,255.0
118,HUVEC-09,5,2.914426989369578,3.5444779679853373,0.0,255.0
119,HUVEC-09,6,4.356150560564809,2.2960645528837134,1.0,255.0
120,HUVEC-10,1,2.8759766135896956,5.012868775213898,0.0,255.0
121,HUVEC-10,2,14.706772414120762,13.406393975706445,2.0,255.0
122,HUVEC-10,3,6.529636311840702,3.592233249283701,0.0,255.0
123,HUVEC-10,4,7.984274610296472,7.149027326933328,1.0,255.0
124,HUVEC-10,5,2.6392515402335626,2.8797858491041435,0.0,255.0
125,HUVEC-10,6,4.874001066406052,2.4148519850891375,1.0,255.0
126,HUVEC-11,1,3.4272671365118645,5.328005370270275,0.0,255.0
127,HUVEC-11,2,17.993010565832062,14.59681525542301,1.0,255.0
128,HUVEC-11,3,7.901747076542346,4.503761619624626,0.0,255.0
129,HUVEC-11,4,9.84448110747647,8.17170402452441,1.0,255.0
130,HUVEC-11,5,2.08433321389285,2.769972884487328,0.0,255.0
131,HUVEC-11,6,6.036166847526253,3.1796111048297426,1.0,255.0
132,HUVEC-12,1,7.005183219909668,5.851261495511804,3.0,255.0
133,HUVEC-12,2,15.376991566125449,13.196704379196296,2.0,255.0
134,HUVEC-12,3,5.774422323548949,3.1494855616299176,1.0,255.0
135,HUVEC-12,4,7.90397580877527,6.514458174472093,1.0,255.0
136,HUVEC-12,5,3.5876278706959317,4.282324683467035,0.0,255.0
137,HUVEC-12,6,4.16717335156032,2.10467834623804,1.0,255.0
138,HUVEC-13,1,6.848372023090039,5.5046118987201815,2.0,255.0
139,HUVEC-13,2,15.660099144854577,12.229904873683475,1.0,255.0
140,HUVEC-13,3,5.808692977319356,3.1935594633685,1.0,255.0
141,HUVEC-13,4,8.72532674533869,6.753280360466872,1.0,248.0
142,HUVEC-13,5,3.12055616596945,3.503004706804337,0.0,255.0
143,HUVEC-13,6,4.524055680418326,2.3663969093069888,1.0,255.0
144,HUVEC-14,1,4.921122430186522,3.8434297152362182,2.0,248.0
145,HUVEC-14,2,15.985091818006415,13.610104254576738,2.0,255.0
146,HUVEC-14,3,5.354569533937855,3.2672972115155092,1.0,255.0
147,HUVEC-14,4,7.090410823884763,5.754617747645755,1.0,255.0
148,HUVEC-14,5,4.30511569192535,6.164434585432451,0.0,255.0
149,HUVEC-14,6,3.9811147984705473,2.4540594983825734,1.0,255.0
150,HUVEC-15,1,4.549013319768403,3.1896791636366326,2.0,226.0
151,HUVEC-15,2,17.446095463476684,14.412083263596676,2.0,255.0
152,HUVEC-15,3,5.6876649087981175,3.452065613738607,1.0,255.0
153,HUVEC-15,4,8.2799316079993,6.714852643489431,1.0,255.0
154,HUVEC-15,5,3.947403697591079,5.993211626264152,0.0,255.0
155,HUVEC-15,6,4.70804415094225,3.056235189169501,1.0,255.0
156,HUVEC-16,1,6.900458394707023,6.040451942117689,2.0,255.0
157,HUVEC-16,2,13.046737879901738,11.035683962225363,1.0,255.0
158,HUVEC-16,3,6.834947643341956,3.5198515981565475,1.0,255.0
159,HUVEC-16,4,7.354048518391399,6.064233585217435,1.0,190.0
160,HUVEC-16,5,2.6300981478257612,3.0686399829742763,0.0,255.0
161,HUVEC-16,6,5.127939541618545,2.4912258521423323,1.0,255.0
162,HUVEC-17,1,3.0777270221090935,4.8941514176664045,0.0,255.0
163,HUVEC-17,2,7.903858717385825,8.150388087411429,1.0,255.0
164,HUVEC-17,3,7.8793937788381205,3.938172305113643,1.0,255.0
165,HUVEC-17,4,5.4769744222814385,5.034730426451586,0.0,166.0
166,HUVEC-17,5,2.2676011231038475,2.1885682523933205,0.0,255.0
167,HUVEC-17,6,9.365418180242761,4.828440732569766,1.0,255.0
168,HUVEC-18,1,3.641732076876443,5.659820541582228,0.0,255.0
169,HUVEC-18,2,19.895887504202825,15.555331193835283,3.0,255.0
170,HUVEC-18,3,8.445302511781296,4.688292491072472,1.0,255.0
171,HUVEC-18,4,11.645009047414925,9.250023728809351,1.0,255.0
172,HUVEC-18,5,2.4913091175545534,3.3124693960300924,0.0,255.0
173,HUVEC-18,6,6.54078415666612,3.307511888477313,1.0,255.0
174,HUVEC-19,1,3.4957298798994585,5.375598854685266,0.0,255.0
175,HUVEC-19,2,19.38256341915626,14.784867449173987,2.0,255.0
176,HUVEC-19,3,6.491130763834173,3.398500109516856,1.0,255.0
177,HUVEC-19,4,12.12870635769584,9.782119986964478,1.0,255.0
178,HUVEC-19,5,1.158154447357376,1.2846290673174232,0.0,255.0
179,HUVEC-19,6,6.3886334958014555,3.48920541151608,1.0,255.0
180,HUVEC-20,1,3.4611970201715248,5.617217254495137,0.0,255.0
181,HUVEC-20,2,17.499450229979182,14.29796038357979,2.0,255.0
182,HUVEC-20,3,7.495805565412942,4.352663882648963,1.0,255.0
183,HUVEC-20,4,9.473571285024866,7.979248321254994,1.0,255.0
184,HUVEC-20,5,1.9756623692326731,2.1651600618913167,0.0,255.0
185,HUVEC-20,6,5.754493968827384,3.0891716595263095,1.0,255.0
186,HUVEC-21,1,5.282639717126822,4.00649679046703,2.0,255.0
187,HUVEC-21,2,14.940510666215575,12.134086089470816,2.0,255.0
188,HUVEC-21,3,6.552785952369888,3.2174990454010737,1.0,255.0
189,HUVEC-21,4,6.896931847968659,5.4066068744438,1.0,238.0
190,HUVEC-21,5,3.864989975830177,4.190271468188578,1.0,255.0
191,HUVEC-21,6,4.978786070625503,2.2940308005950154,1.0,255.0
192,HUVEC-22,1,4.766385728662664,4.170536413850773,2.0,255.0
193,HUVEC-22,2,15.602398400182848,13.867843968350885,2.0,255.0
194,HUVEC-22,3,5.02526576488049,2.438617458277868,1.0,255.0
195,HUVEC-22,4,6.705845619176889,5.753935321502112,1.0,242.0
196,HUVEC-22,5,2.9821719674320963,3.0685517898331147,0.0,255.0
197,HUVEC-22,6,3.950447500526131,1.7883027207054079,1.0,255.0
198,HUVEC-23,1,4.89968963331754,3.8641928773499674,3.0,232.0
199,HUVEC-23,2,12.424805679135357,10.769571132638385,1.0,255.0
200,HUVEC-23,3,7.32482897605865,3.7548341155270335,1.0,255.0
201,HUVEC-23,4,5.83766254267007,4.7600830170181965,1.0,246.0
202,HUVEC-23,5,4.419775754431222,5.0543328588067435,0.0,255.0
203,HUVEC-23,6,5.054036886492558,2.429166438619104,1.0,255.0
204,HUVEC-24,1,5.144148798732014,3.9545403408510085,2.0,226.0
205,HUVEC-24,2,18.252287008545615,13.970419649542858,2.0,255.0
206,HUVEC-24,3,6.849889515282272,3.2058108503947804,1.0,255.0
207,HUVEC-24,4,8.151514894002444,5.9418059167808845,1.0,212.0
208,HUVEC-24,5,4.920666720960047,4.8155861970020135,0.0,255.0
209,HUVEC-24,6,5.4202206150277865,2.396854628871887,1.0,255.0
210,RPE-01,1,3.618763621751364,4.261758781368889,0.0,249.0
211,RPE-01,2,10.956120983346716,9.253730819083332,0.0,255.0
212,RPE-01,3,16.646254347516344,9.804091470021104,1.0,255.0
213,RPE-01,4,7.8296966769478535,5.873363241774868,0.0,249.0
214,RPE-01,5,3.690766427424047,3.796761090952135,0.0,255.0
215,RPE-01,6,13.503023982048035,6.972568543310613,0.0,255.0
216,RPE-02,1,2.978969154419837,4.090116138905107,0.0,229.0
217,RPE-02,2,8.812340422110124,8.787771102790515,1.0,255.0
218,RPE-02,3,14.565686269239945,9.365095806662808,1.0,255.0
219,RPE-02,4,6.347397101389897,5.5891342084053415,1.0,255.0
220,RPE-02,5,3.7991883568949514,3.9284589281438462,0.0,255.0
221,RPE-02,6,12.52660627334149,7.422431048458037,1.0,255.0
222,RPE-03,1,3.4160109185553216,4.346482489245053,0.0,250.0
223,RPE-03,2,8.254199461503463,7.5868935501013075,1.0,255.0
224,RPE-03,3,16.256040862628392,10.063636526876845,1.0,255.0
225,RPE-03,4,6.239201920373099,4.918573804961818,1.0,144.0
226,RPE-03,5,4.509512128768029,4.406852289862895,0.0,255.0
227,RPE-03,6,12.78915332664143,6.973766960459698,1.0,255.0
228,RPE-04,1,2.283810711952423,3.256234858041731,0.0,255.0
229,RPE-04,2,13.325411003196429,13.643454023977565,1.0,255.0
230,RPE-04,3,10.600310656678808,7.303730430347552,1.0,255.0
231,RPE-04,4,6.574448251356403,6.26841642784509,1.0,217.0
232,RPE-04,5,5.649446345711452,6.276776980263923,0.0,255.0
233,RPE-04,6,7.265435247076656,4.478658812251733,1.0,255.0
234,RPE-05,1,2.9065533226186577,4.1313588438294495,0.0,255.0
235,RPE-05,2,13.485283075989067,12.534026877774219,1.0,255.0
236,RPE-05,3,10.648747136066486,6.33266967521985,1.0,255.0
237,RPE-05,4,7.449366996814678,6.5319459952648495,1.0,255.0
238,RPE-05,5,5.123378236572464,5.177730120425063,0.0,255.0
239,RPE-05,6,6.332968919308154,3.3638315078276664,1.0,255.0
240,RPE-06,1,2.188530039477658,3.1816855459117033,0.0,226.0
241,RPE-06,2,13.898793576599715,13.345516064294374,1.0,255.0
242,RPE-06,3,10.336899046774034,6.25350650175098,1.0,255.0
243,RPE-06,4,6.9152455298931566,6.141111241789078,1.0,249.0
244,RPE-06,5,4.3894192599630975,4.280216606103318,0.0,255.0
245,RPE-06,6,6.901995021027404,3.7686055897991704,1.0,255.0
246,RPE-07,1,2.2592327718610887,3.124248340184906,0.0,184.0
247,RPE-07,2,13.241409530887356,14.11069497665438,1.0,255.0
248,RPE-07,3,11.424235316066,7.752738582510279,1.0,255.0
249,RPE-07,4,6.587675913587793,6.462763645365706,1.0,255.0
250,RPE-07,5,5.645078669894826,6.377140605872164,0.0,255.0
251,RPE-07,6,7.627715812100993,4.711985899687312,1.0,255.0
252,RPE-08,1,2.5991130169335896,3.6574905251064114,0.0,239.0
253,RPE-08,2,14.882595944714236,13.862718276718446,2.0,255.0
254,RPE-08,3,11.71162163437187,8.732928245340668,1.0,255.0
255,RPE-08,4,8.982621449928779,7.979853318398931,1.0,255.0
256,RPE-08,5,1.2401140401889752,1.438000600161232,0.0,255.0
257,RPE-08,6,7.530617105496394,4.910235516583097,1.0,255.0
258,RPE-09,1,2.651416018103082,3.561588714208618,0.0,216.0
259,RPE-09,2,14.727881349105928,13.414096778931192,1.0,255.0
260,RPE-09,3,13.678520673472272,7.583891317958168,1.0,255.0
261,RPE-09,4,7.14208791394375,5.8644285214479375,1.0,205.0
262,RPE-09,5,5.234620368824323,4.758465771547246,0.0,255.0
263,RPE-09,6,8.758776455258529,4.338662229577594,1.0,255.0
264,RPE-10,1,2.6262122253318885,3.0750802119074807,1.0,204.0
265,RPE-10,2,14.410689332268454,12.949743742053867,2.0,255.0
266,RPE-10,3,11.1440017966481,7.200811563872059,1.0,255.0
267,RPE-10,4,7.211873741893025,5.958801656302739,1.0,255.0
268,RPE-10,5,4.089006951877049,4.386192390107508,0.0,255.0
269,RPE-10,6,7.566016957357332,4.485730750796268,1.0,255.0
270,RPE-11,1,2.1429493495843994,3.0530228980414917,0.0,221.0
271,RPE-11,2,13.5351067843159,13.141993206899144,1.0,255.0
272,RPE-11,3,11.350918044981254,7.759429050735007,1.0,255.0
273,RPE-11,4,6.537267311929971,5.9748031210605435,1.0,231.0
274,RPE-11,5,4.419598450108248,4.90953422209545,0.0,255.0
275,RPE-11,6,7.588953272083693,4.683589934428798,1.0,255.0
276,U2OS-01,1,7.53757672960108,11.067450123262505,1.0,255.0
277,U2OS-01,2,10.093597218587801,8.068701206090859,1.0,255.0
278,U2OS-01,3,10.044440435124683,5.493801124554742,1.0,255.0
279,U2OS-01,4,7.385856851354822,5.615656242409169,1.0,255.0
280,U2OS-01,5,3.0146624995516493,3.495396869924627,0.0,255.0
281,U2OS-01,6,13.574783184311606,8.579382065033064,2.0,255.0
282,U2OS-02,1,11.160868369139633,12.847947218790795,1.0,255.0
283,U2OS-02,2,12.521636337428898,8.607397285441486,1.0,255.0
284,U2OS-02,3,12.274935527281327,5.1562041192697725,1.0,255.0
285,U2OS-02,4,10.068334166105691,6.0378276234635795,1.0,255.0
286,U2OS-02,5,3.2909658744737698,3.881838176014553,0.0,255.0
287,U2OS-02,6,16.674154216592964,7.969509336844846,1.0,255.0
288,U2OS-03,1,9.0928936438127,12.290265347801325,1.0,255.0
289,U2OS-03,2,12.956782345647936,10.273760666980177,1.0,255.0
290,U2OS-03,3,11.595745063447334,6.057385138827769,1.0,255.0
291,U2OS-03,4,9.150984962265213,6.6894953080523205,1.0,255.0
292,U2OS-03,5,3.0964064071704813,4.168956682657284,0.0,255.0
293,U2OS-03,6,13.740227476342932,8.10844128289331,1.0,255.0
294,U2OS-04,1,10.661908519732489,10.94565778150241,1.0,255.0
295,U2OS-04,2,55.51065658903741,30.59481693098417,7.0,255.0
296,U2OS-04,3,21.704327575572126,7.813604969428315,3.0,255.0
297,U2OS-04,4,29.250711693392173,15.151799403794062,3.0,255.0
298,U2OS-04,5,28.89898979199397,15.776825264622612,3.0,255.0
299,U2OS-04,6,25.74298348364892,11.474142382594367,4.0,255.0
300,U2OS-05,1,4.558761799921755,6.823290083581271,0.0,255.0
301,U2OS-05,2,10.398600445419062,8.637400564453534,1.0,255.0
302,U2OS-05,3,7.812904267232926,4.510168122831992,1.0,255.0
303,U2OS-05,4,6.35408998864596,4.944318071086289,0.0,255.0
304,U2OS-05,5,3.8135468514239204,4.388866134701194,0.0,255.0
305,U2OS-05,6,6.413873881981021,3.536191773232722,1.0,255.0
